loan_amount,interest_rate,income,employment_years,credit_score,age,existing_debt,loan_term,default
6276,22.397039359212123,193257,23,631,62,12188,24,1
42627,9.114453617837572,154757,19,416,47,10669,36,1
41586,23.84201288857476,110197,29,388,65,11443,12,1
38496,29.202805910152914,62637,19,421,49,19629,60,1
20008,24.488821719881543,169438,17,332,57,26954,36,1
6738,5.5612312107831166,44276,3,697,44,7235,60,0
33402,19.997144701319367,100946,35,824,44,9914,60,1
6793,22.385266774243107,199311,5,323,36,42849,48,1
38291,25.63645814490713,95214,2,624,27,28547,24,1
6571,6.400057723475004,175647,17,333,61,48435,60,1
32331,17.00269569880716,192473,39,546,63,11593,36,0
17209,18.384271815959856,61230,17,318,23,40928,60,1
49014,9.228121566104452,144086,22,329,41,27885,24,0
26394,13.06124524276624,149526,34,348,26,9291,12,1
44148,16.00554315640413,174093,5,479,44,44978,60,1
26682,25.830242198945037,160521,25,669,24,4132,36,1
3224,28.235189151755172,166729,20,694,23,31683,12,0
42157,20.710570722941824,55059,23,795,50,844,12,1
49695,14.873629650536554,21532,14,730,38,31869,48,1
45452,11.350775444974648,122666,26,506,63,31516,48,1
44408,29.55337961090376,101551,31,334,55,34411,60,1
33441,29.57549995190896,188828,11,712,61,34031,36,1
42430,28.12442370587587,91880,4,663,34,35702,48,1
40129,24.641728746945482,126734,6,609,48,22523,24,0
35716,13.144488593640457,133997,21,578,54,39942,24,0
45859,25.425012087440766,185278,26,451,28,32983,12,0
27586,15.219825431779315,72168,14,526,45,4776,12,0
45760,13.169327453876129,133123,38,542,22,18724,12,0
24478,23.62163396165699,175622,34,309,29,14100,24,0
7318,6.991348190510572,157461,25,691,20,42467,48,0
29694,6.214068082391542,107897,22,347,58,33884,48,1
21180,16.19884242952964,186919,12,503,55,40518,60,1
13180,16.140970020554047,124599,25,456,19,46348,36,1
34002,27.391103826595874,99239,2,325,43,13932,24,0
16372,8.15382740719542,38642,28,720,19,43700,12,0
30796,8.08209818631032,126862,1,563,29,21718,36,0
25427,8.68631501187253,56509,27,828,57,46014,12,1
34290,5.743406532365065,99417,22,769,19,19640,36,0
29099,6.79329344537271,69237,35,553,58,42108,36,1
46486,21.496746670725976,166486,5,845,33,19560,48,0
10821,15.78960822793773,83176,10,446,47,6380,60,0
6832,24.09007667720034,148633,37,625,64,47756,60,1
13820,29.814942964541505,99865,33,637,63,28829,12,0
17211,21.475867027475033,137181,16,417,69,48601,24,1
40890,6.261389265503094,82059,2,464,53,29579,60,1
6842,7.614071618858538,69150,33,849,21,30200,24,0
2316,27.025102120367695,108367,21,497,28,19729,12,1
46968,18.18739861395654,61091,28,673,41,28537,24,0
18508,25.6209289848935,20903,28,428,35,42100,36,1
23005,26.41530840562315,74235,4,713,44,24125,36,0
16206,28.19186353748798,75342,9,679,54,5655,12,0
19971,28.745730137159143,193795,9,300,19,2448,24,0
26599,18.870644912582655,55572,8,466,32,14185,24,0
23056,13.525504306400848,37610,20,315,28,17211,12,1
2378,29.046621858699964,54052,12,411,44,22280,60,0
2519,18.685160150030633,118993,9,667,66,33971,48,0
23161,6.6063180738652765,107063,37,401,65,39387,60,0
41703,21.069413751496626,188622,10,705,64,6798,48,0
39861,19.69211875987527,180083,3,806,40,17228,24,0
6355,27.39482182236765,185836,30,339,52,35739,48,1
10083,21.32967972894531,117540,33,847,69,34036,48,1
39342,13.726310611538784,73533,34,680,47,48720,24,0
21456,29.15564314264551,175136,38,815,64,29309,36,1
14324,25.040487149550838,143989,38,796,41,4744,48,1
3257,20.76044045953386,140388,32,580,36,40503,12,0
28364,12.323130085078073,48702,7,650,46,14548,60,1
25972,14.338507407857389,143482,31,633,30,42589,24,1
47179,21.749248102416416,28631,32,823,65,3530,24,1
27654,6.799520461583043,107388,7,582,40,37853,48,0
16233,11.417014791256587,144798,13,618,29,8995,36,0
16887,22.84752333491495,90043,33,713,66,24703,36,0
30320,17.000462746115524,180053,7,313,65,25527,60,1
21808,15.059839120360753,55764,6,355,58,35032,60,0
31154,8.786440560010362,149014,12,702,46,31430,36,1
35773,16.046225861943313,133076,20,641,23,19,36,1
28747,24.267299269005846,119007,31,498,68,45730,36,0
11860,11.600321151797324,44940,10,591,40,23241,48,1
43838,5.134963554591935,127418,13,740,48,7296,12,0
43156,21.71262252877457,91792,10,377,62,16333,60,0
19156,29.315665110813814,179504,1,411,38,41516,24,1
21360,20.17066408971457,28367,33,834,41,18628,36,0
19135,7.9980464731782535,131764,16,674,25,19367,36,0
26351,13.018327308616827,176583,13,415,61,11755,12,0
31499,26.691040368005584,28573,24,441,26,35493,36,1
48377,10.814201856420715,35582,26,496,39,21750,60,0
24554,20.1923975874402,156450,7,839,21,13025,36,0
20604,15.066780206349947,85296,16,598,30,4887,12,0
17923,10.196093035491225,164572,4,375,51,13658,48,0
48591,25.33517233911699,85841,11,829,20,49348,60,1
9547,23.570781911642257,41881,37,399,54,5226,48,1
45283,21.539776648981636,90233,17,778,45,35596,24,0
34002,10.90841475671878,85285,25,767,43,45799,12,1
15562,7.446425067911251,79547,30,591,67,3988,24,1
8480,19.403983245649155,158294,36,424,63,21663,24,0
27672,18.841945838485834,27933,5,818,51,18853,24,0
5213,9.709625233371824,103385,14,322,32,18014,24,0
11293,6.406167357879312,118706,25,461,25,14239,12,0
35441,7.0177113548496495,158012,11,805,65,36046,48,0
3100,29.819274662818344,104590,13,320,52,18422,36,0
45617,24.589597368572093,126399,0,763,41,21816,24,1
29172,28.049686899129316,79145,16,782,69,27055,36,1
21132,9.876368055909083,194682,32,801,69,6470,36,0
19199,29.014213408085876,77520,28,608,54,23461,24,1
37609,8.566358786829053,24544,30,502,21,45534,60,1
43965,17.727045714161775,74812,7,715,29,4761,36,1
9016,25.7423921104266,190690,29,441,36,21603,60,1
40779,13.745083862789485,139090,12,406,32,34155,48,1
38261,15.620713329422513,119054,15,828,47,49793,36,1
32881,8.204627757477446,176516,1,836,62,47914,12,1
18058,8.073046999974318,175861,17,590,54,21996,48,0
25472,20.48920561946649,152689,34,610,29,39978,48,0
42346,21.88830921550142,120834,18,684,36,33342,60,1
35926,24.433312852054833,154405,12,352,51,9913,24,1
35832,18.91705131704384,60002,3,482,24,41978,12,1
37021,21.14398230653265,151583,18,668,45,40564,12,1
25087,5.337931792493001,132850,24,312,45,29999,60,1
13828,9.054268178429702,150011,37,459,46,31748,60,0
32128,29.622869150422616,188922,30,583,54,32331,48,1
2401,6.8998376578957945,141548,35,586,37,44380,60,1
20643,21.969705556506124,51786,3,307,28,34224,24,1
16193,9.402065825792906,56244,38,371,67,34363,48,1
27853,22.91796464419105,87261,6,397,67,24692,48,1
45864,22.649760074049837,38477,15,386,56,7986,48,1
21307,10.854976494702255,197605,4,400,59,13146,12,0
37982,11.740859980480105,185541,22,580,40,42810,12,0
20611,21.369267840052206,28496,35,588,69,33599,48,1
44791,14.75215096950534,140522,31,495,63,21352,24,1
12950,9.863699242497782,163342,23,690,37,10973,36,0
11704,23.291989969687044,40724,24,749,37,18501,48,0
44111,8.853688108408354,50416,27,667,28,20866,60,1
12867,26.391091603623664,55575,18,729,19,18390,36,1
3745,17.866738101295688,96614,6,395,30,43531,12,0
4866,7.6425150969825175,113566,16,560,30,41256,12,1
33245,22.35180833827461,168480,1,811,58,39528,36,0
45724,17.979075989363512,147192,15,420,66,41678,60,1
6818,12.451439294870237,39359,38,665,32,27712,12,0
49861,15.56348450559637,159770,17,631,48,5694,12,0
31116,12.45844358968747,190564,38,351,40,19463,48,0
16493,11.5756458935696,63634,0,695,39,21662,24,0
29038,9.090210521092803,137255,2,617,33,10,60,0
21447,14.069178328436896,62864,20,576,59,37648,48,1
31431,11.274680157901768,114482,29,493,46,49562,24,1
18908,22.085862176347927,57355,10,320,37,27515,12,0
30336,22.096918529082657,57690,21,698,45,10846,24,0
41992,17.54600606389096,188886,24,501,44,47258,12,1
5025,24.448613186758028,182717,2,765,61,46285,48,0
21093,26.033492975151205,76630,29,450,46,28026,12,1
7155,19.494161435856828,199243,23,458,22,16982,24,0
47607,20.473379069085844,41658,35,609,69,17207,48,1
34487,12.07214774465913,35797,22,803,66,43357,24,1
48658,27.371730017637994,78799,7,325,59,37985,24,1
21963,5.605151110563246,138301,3,365,55,39854,36,1
21936,13.715061736071142,72236,38,562,69,12306,12,1
5426,23.0450105387464,26265,30,771,55,312,12,0
24303,7.002237741779031,145611,28,466,61,43934,24,1
46280,9.579238185707315,141754,35,453,68,6671,12,1
28606,19.73214319657128,178070,12,642,19,23084,60,0
48832,18.99984178658895,111426,8,712,62,44698,12,1
29151,23.473207403273875,165378,20,483,37,35260,48,0
14767,25.315315977204296,198417,2,493,60,42905,12,0
12308,8.214489462791729,162957,24,301,64,16614,60,1
45245,5.459524744381051,129681,24,514,30,10864,24,0
46671,22.240962991472653,63826,11,782,43,48114,12,0
25770,12.534794894158981,75597,28,331,52,15224,48,1
29572,20.64959784794884,158515,10,314,63,47462,60,0
42448,8.763614701555618,117375,10,617,25,44414,36,0
3204,16.72600116664907,37084,25,542,45,44543,24,0
28233,17.610618651585924,109447,13,316,58,43,24,0
22729,19.626945409330403,24383,15,833,32,40300,24,0
32131,17.82925040826411,112313,9,380,67,24476,60,1
34870,17.39226925571785,54361,30,735,25,27500,12,1
39011,13.318353849596388,100294,30,307,28,28269,12,0
40382,6.779505907952156,81331,35,586,46,19841,12,0
42475,7.238004919921058,115057,9,485,22,38152,12,0
47681,15.844456860178841,171601,25,823,64,30931,24,1
22607,13.894828195524825,141685,19,721,64,5615,36,1
25968,17.903370116862444,116917,8,765,24,27961,24,0
34398,12.620954231406674,50932,14,382,35,32513,36,1
12908,22.197752286383107,21908,8,782,45,21890,36,1
27423,26.598870550237763,181430,6,624,29,26870,12,1
44615,12.471579719671691,50412,25,718,29,35763,48,0
10171,9.824600198475714,148319,23,350,53,45876,60,0
13721,7.904514356352228,103710,11,326,46,47175,48,1
17616,20.406351014270314,22928,19,844,28,44327,36,0
43512,16.096399778514233,85158,13,361,23,43302,48,1
39458,9.700392929907224,181704,21,470,38,24746,36,1
47169,21.328418332296383,52309,15,585,27,37109,24,1
8659,8.71207957513211,29280,28,416,49,29836,24,1
44369,18.857517646198815,60449,31,303,64,9831,12,0
12704,18.178709540631615,46957,18,365,50,33384,60,1
33793,23.355695029652082,187967,34,359,34,33007,24,1
49152,6.377740998516669,90499,31,801,20,38820,60,0
47473,27.19682329628326,113057,19,528,60,39222,12,1
32226,22.574793153670488,130065,39,399,35,29069,60,1
24852,10.403149958719055,172767,19,418,27,42816,24,0
33082,9.585133715243492,94893,7,368,58,41882,24,0
23794,15.791505353594586,45176,34,520,56,17196,48,1
42420,25.43913323861492,169481,12,522,60,4999,48,0
14379,26.073749828477677,76967,5,803,25,24026,48,1
8006,18.011402303484576,20987,15,510,51,1730,60,1
9682,26.520271567168436,116854,4,561,54,3424,24,0
34840,5.1360927297922645,46015,33,817,58,38830,12,1
33430,5.879365788289915,132350,5,547,50,29716,36,1
24091,27.79553984091857,86404,32,556,66,31226,24,0
33983,24.383298247147902,136751,14,362,27,2207,48,1
24989,16.267651456259642,148807,14,691,57,13031,48,0
10915,23.84025328694968,188218,13,839,35,28008,60,1
43552,28.89098654308554,68231,38,716,42,29484,48,1
19990,24.302238097032127,180104,4,352,59,46635,60,1
25734,26.05928334545805,48305,25,337,58,3368,12,1
15824,24.015164534751545,74306,16,607,53,21855,48,1
37081,9.20527731083854,141139,15,352,19,2227,60,0
12033,25.83935274114342,38318,34,751,36,48522,48,1
43736,9.87772050060525,164318,37,760,27,30322,60,0
17241,27.315283201103675,184916,22,785,66,43220,24,1
6939,16.4662474520269,183674,12,436,20,12817,60,0
48464,21.924418807775712,41584,32,671,36,46474,36,0
48562,17.431021197016086,35169,28,555,68,47130,12,1
36063,7.349773235415051,45968,33,694,43,13226,24,1
35464,12.268057690516628,157457,33,336,68,43877,12,1
12185,29.59329634992515,142684,26,446,68,44480,24,0
28045,29.017868791745435,135391,14,307,64,31157,48,0
45769,13.012172441388682,45444,8,550,42,20764,60,1
48118,29.907420106130644,126081,25,746,67,18204,48,1
20167,26.13877988742249,82497,2,562,34,188,12,0
37412,20.273987485806366,25362,35,738,27,30397,12,0
22625,6.003115506525237,119254,4,558,63,9414,24,0
40188,27.53617073845949,159322,19,622,68,37989,12,0
28076,18.935731981607994,88354,19,829,67,41438,60,1
45605,26.71190378006924,56368,4,600,28,6746,12,0
20029,25.860727997643558,64109,9,784,28,14331,48,0
23973,25.82515538002715,47426,15,391,29,11254,60,1
40121,22.454346517872626,137632,24,463,57,10217,12,1
32433,12.285378466901216,132637,24,634,65,15583,36,0
44309,13.404006443612996,59023,29,614,25,37380,36,0
2932,12.71173031456716,142268,13,537,41,34318,48,1
45254,5.5011499883141175,175964,21,382,31,15800,24,1
2757,19.56422273037028,129211,27,408,40,30212,24,0
31722,22.470841761150822,114897,29,477,67,47333,12,1
38853,26.346649838130087,167079,18,549,53,27492,60,1
39405,8.50413583456826,99777,37,390,34,32592,24,0
2116,18.604578724420044,64858,19,638,62,5233,36,0
44527,5.200203516844572,196145,34,468,22,22019,24,1
12691,7.377341192768236,110042,21,438,20,11447,36,0
1492,6.355293605149827,103098,14,816,26,14036,24,1
28882,23.136950850387173,40239,10,483,37,10998,48,1
9811,7.026489096940079,164137,33,469,67,32801,60,1
28808,22.91132453896975,130951,23,661,37,24871,12,0
25272,11.240617610264584,61291,5,543,68,27076,36,0
29399,26.942824017423487,58805,16,437,36,44739,24,1
7474,25.328749709095355,118831,27,327,38,28152,12,1
27956,28.945755436881914,169515,30,818,33,1429,36,0
48153,27.094050386450796,29290,35,697,50,10381,36,0
43506,28.33323547790868,151283,8,632,22,1987,48,1
14979,26.468559912832692,103634,9,616,41,29319,24,0
45523,22.334547515371383,39072,20,725,32,22655,12,0
43565,9.256478803135899,63290,33,435,43,19266,24,0
29328,11.792687971352324,105186,30,566,61,48028,24,1
48375,10.318174153256827,35115,28,406,42,43737,60,0
13867,20.089644691455142,25149,10,437,45,11889,36,0
26851,17.590498449340032,61992,32,346,50,49014,36,0
32279,26.67699992896059,37716,0,667,63,48477,60,1
31527,28.81682166247689,117724,20,305,35,1547,60,1
8866,15.121497240453609,33621,22,822,35,49614,24,1
16449,17.65876383202031,157892,8,828,55,44275,36,0
11685,29.28790892010348,133065,0,571,50,33281,12,1
24544,11.90597354057859,193872,20,365,44,45056,48,0
6451,24.80976938397034,50399,21,719,66,13550,60,0
22642,10.630997558381157,139374,3,638,67,5174,12,0
42316,22.036502885631798,165074,0,797,32,36334,12,1
40954,11.340390690964103,63098,9,768,61,20187,24,1
39870,27.09333472078467,65511,14,630,30,3938,60,1
32030,19.03694859341692,73243,35,430,69,1471,12,1
31873,9.648341021859615,135131,28,829,51,16721,48,0
1619,10.60922939246215,48750,4,737,21,7051,12,1
34650,17.346229892702507,168382,28,542,52,7444,48,0
26372,29.04005063937197,75398,26,762,36,27657,48,1
4642,24.24105409709136,64345,24,649,48,36180,48,1
29001,17.20774107064613,113430,15,316,42,29799,60,1
35064,13.442978614055427,134921,15,765,57,2392,48,0
30290,18.731712333711066,111729,35,662,29,15729,60,1
15122,23.709020835715492,71843,24,509,29,33744,12,0
25820,24.59821471132,161294,0,824,59,43205,48,1
3895,13.115219952423617,182581,4,719,42,29709,36,0
6366,23.02898170534693,151458,19,432,50,36836,12,1
9711,21.444719500904654,84334,4,313,54,9895,36,1
20596,28.977807299907347,87170,35,343,45,17255,36,1
19793,28.27725726270037,60878,28,676,69,3409,24,0
9199,24.734483140089427,189421,33,594,60,12744,60,0
11717,23.08486722137321,173024,17,695,26,1549,24,1
37191,11.851039742606897,110352,1,403,31,15085,60,0
11211,26.149131402463333,172601,15,744,20,44467,24,1
46550,15.687642592834154,192593,28,361,22,20845,12,1
24360,11.806013562651117,38383,32,711,43,14736,36,0
22542,14.604018948836563,155973,15,620,58,35389,12,1
32312,25.898387250412696,62889,34,430,35,2529,60,0
46242,8.715830389447126,34633,16,498,55,43117,36,1
37435,16.40396852799556,82244,3,335,38,47509,36,1
29247,17.308939863237242,149177,3,515,56,26932,60,1
23357,5.915742439970485,170235,24,605,33,8351,12,0
42045,9.893650738704133,161779,32,311,57,43062,36,0
28691,25.66856071439641,103597,13,382,40,11000,12,1
13424,25.769184714869017,196173,23,331,46,42959,12,1
19852,12.3103770971062,195778,10,707,27,39167,12,1
23601,26.872430864948157,35115,24,385,22,35349,36,0
19020,24.294573476708695,95379,27,710,28,22949,48,1
9155,15.447687094885236,59979,6,555,46,27569,24,0
4583,23.710158610125944,191713,35,540,62,46694,60,1
16515,29.033365779870156,89377,9,751,44,19318,12,1
37777,16.47424295163372,26416,35,300,69,18695,36,1
20710,10.960679473837091,161705,30,581,51,15168,60,0
44178,28.545412501253896,148785,18,813,31,37096,48,1
25532,20.09360721408141,151666,17,418,58,39591,48,1
19601,7.6316290620106315,165465,5,804,59,20712,36,0
5967,19.317070396417236,186452,27,379,27,19500,12,0
19753,17.51452223620747,196128,6,518,59,3747,48,1
21022,26.389722351889084,150364,37,816,68,23208,48,0
44463,18.267379744088032,117507,11,765,28,34227,48,0
10135,11.380810858607086,138243,33,817,28,4430,36,0
6722,21.891101596622214,155933,24,801,52,18835,60,0
28413,18.564386313389505,123070,16,357,36,40099,24,1
28236,10.82611570667181,56126,32,636,41,28927,36,1
16514,19.340696448572693,100382,22,809,18,43948,12,1
44896,25.538389447242153,184754,8,725,29,8963,36,0
38212,5.714272943100261,38228,5,669,64,21425,36,0
41386,20.771275966127792,44009,1,710,31,17495,24,1
21331,13.739629894609802,20094,37,731,20,44271,24,0
19060,12.316786143985604,100636,8,495,69,12598,24,0
2196,14.814693759027781,118453,2,676,62,9786,60,0
13297,13.550566606199542,168502,15,664,67,10921,36,0
3787,25.80597766771104,186643,24,704,49,42241,12,1
24816,11.869945269197514,74486,23,791,33,30253,24,0
41695,23.328825577664634,110510,28,365,55,19969,24,1
20702,7.351495505714718,40860,39,690,27,23985,36,1
26242,28.78490931211039,92812,25,382,34,47232,12,1
3176,20.557915931213795,86087,37,780,66,11020,24,1
21127,22.667964426114004,159558,34,528,57,35141,36,1
42560,12.450983302361275,69607,22,524,21,29461,48,1
28228,15.302414217702866,160817,3,412,32,14352,60,0
21208,10.594459656774406,126664,13,484,50,15344,36,1
29482,28.313402145055598,38330,38,811,56,41301,24,0
10171,17.202611177534443,140803,6,472,27,13125,12,1
36219,20.76120289144975,191150,7,822,24,37491,48,0
34396,23.356800763267884,63336,18,504,50,19202,12,0
43589,14.277652277488475,28070,1,837,34,42232,12,0
41546,23.00254136347853,21320,0,618,29,709,12,0
4696,21.899812243908503,109043,37,458,34,6992,36,0
21058,22.641483346848663,58921,12,577,64,33506,36,0
21313,17.23074750511532,26589,23,447,33,26354,60,1
20149,14.573434557290428,112995,31,382,31,13233,48,1
46740,10.552054705224746,35589,29,718,20,47460,12,1
42075,25.615658820022322,56375,5,837,68,4590,24,1
5956,20.208751163291968,63085,37,848,61,28706,12,1
11195,16.108804902437374,80840,32,691,68,13718,48,0
18076,28.599897667765283,194272,22,432,67,22471,12,0
2105,6.19597031267597,118704,9,541,47,36486,36,0
16417,26.25429863012619,177804,14,750,63,13105,36,0
25729,29.93956482364931,117047,22,499,69,40969,48,0
47956,27.173552772071684,173498,35,416,58,5081,60,1
31099,25.26091464039063,50982,0,518,52,48822,12,0
33598,14.357649835158115,79720,7,604,43,42697,48,1
30961,10.782854556557337,167818,2,542,29,26718,24,1
13602,23.371263012490026,48514,13,591,48,20384,24,0
10256,12.61438415721421,154923,16,600,69,4545,60,0
21584,9.400992053874267,170868,33,687,34,5339,36,1
47980,24.66314717758978,96034,5,508,54,15353,48,1
35681,12.813591305918056,118388,4,613,25,26376,12,0
26792,27.86104323718346,185664,39,325,36,28028,48,1
22904,26.01581612047813,64845,28,378,43,19100,60,1
44361,26.191008237731378,167002,34,427,21,4302,48,1
35540,24.289243151395656,130853,17,712,32,1809,60,1
27536,27.02203559436842,128417,39,436,68,28917,60,0
20164,25.143672304453002,133436,29,633,64,5830,60,0
13996,20.062784089368215,41159,14,847,31,18381,48,0
3871,12.39556796454658,109788,14,687,47,48924,24,0
47002,27.205229830353726,44003,15,529,65,48637,12,1
23626,26.015090569329796,125722,32,720,59,2130,60,0
11521,16.821983055263626,55139,9,423,41,4412,36,0
44410,5.97696715004888,72452,18,387,63,10884,60,1
2132,20.963593185047834,42205,36,440,69,35564,48,0
34467,6.264921341914543,76955,2,350,60,24132,60,0
15534,28.15699904621018,27464,35,704,51,46775,36,1
24854,29.040781415632676,29840,3,636,36,47733,24,1
43998,9.737253647490107,60768,10,665,20,22707,48,0
40065,21.90973445137275,160533,32,557,21,30478,48,0
46607,7.306725114069069,40927,27,687,28,6745,48,1
8812,23.237923214328053,118622,31,344,30,45655,36,1
5557,13.682191653816865,35329,15,568,67,37970,48,0
3179,22.026252793261133,35791,8,610,35,34323,24,1
44798,14.321912730054446,72627,10,577,36,11882,12,0
10065,8.639187745830894,148885,5,774,61,11764,12,0
9275,15.152749512563947,165444,26,444,50,24565,60,0
48857,7.8168381658697506,199541,11,534,55,4443,12,0
36948,19.422081874423647,129554,21,435,20,13583,36,1
21700,6.023788303736994,150436,39,744,66,41290,12,0
40464,18.182991989996495,107073,36,652,52,10136,36,0
43351,27.159216177388522,54370,20,693,18,21223,36,1
28794,25.946831752984068,71408,32,574,52,20342,60,1
29783,27.06954249066242,110941,16,683,53,9876,12,0
17998,28.051220053177683,174775,28,622,55,746,60,1
14869,7.613197196892356,166306,39,482,56,34952,48,1
45525,8.218680071892827,158604,9,739,42,24330,24,0
29152,18.925170157828216,55416,17,362,57,14052,12,1
21954,27.34931671061073,92439,12,333,30,42344,48,1
32555,29.358736413100768,38242,26,776,21,32576,48,1
17654,6.156547933499999,99324,9,386,23,28606,60,0
46026,13.894352105016504,55249,31,509,28,31001,60,1
36236,10.322356366499836,120124,2,761,18,9210,24,0
47976,23.899146223281203,115049,21,380,25,15079,24,0
16042,21.0048467134258,105078,26,621,51,27154,24,0
26966,7.997200787096135,52294,2,714,57,28687,24,0
49407,17.088051684124288,154756,32,489,69,7148,60,0
45314,22.136013059282284,174867,1,532,26,12855,36,1
46095,24.475134848100943,161503,10,691,53,28516,60,0
15270,5.501317744600213,109627,9,468,66,15473,36,0
31908,27.261739349597246,110381,38,742,56,30285,60,1
16523,19.23203457376311,110027,32,467,59,22557,60,0
48068,25.297727873997616,90366,6,530,54,42502,24,1
20991,25.198450750357086,114176,14,449,59,14219,36,0
11775,9.746316506774228,139667,25,849,61,44006,48,0
13265,7.754303006340828,92870,10,685,38,47125,48,1
20459,23.032181724345666,67387,37,680,37,39965,48,1
17673,8.910672970540476,29304,26,574,55,34470,24,0
28056,26.248437285118094,37032,38,361,18,38297,48,0
7614,23.15473709655263,111291,6,766,52,39984,60,1
37020,26.045634109131566,132889,0,827,45,45380,24,0
8415,12.475316990233651,79486,9,449,24,40423,48,1
24155,12.914951510264226,85552,20,441,60,38185,24,1
44884,21.78053890865794,180726,14,415,61,48901,60,1
17964,5.786148876473688,59244,29,364,26,6324,24,0
38726,23.162418658435566,157014,29,728,18,20257,48,0
38044,25.89457677136503,70697,7,609,53,8313,24,1
38544,15.379089665102601,146031,23,729,51,47227,12,0
33252,24.121970752211716,22693,18,460,51,26052,48,1
4832,9.36527292455655,101098,2,605,34,49417,60,1
26275,13.056509845487117,26259,14,660,49,24603,36,1
15901,29.357624077761937,139746,35,577,19,21762,24,1
39213,29.658204339003156,127772,5,595,53,18508,24,1
35148,17.8151263255397,137928,17,468,42,16815,48,1
43633,28.356744786596924,156014,37,758,60,4974,48,0
23918,18.068266951421364,67419,18,306,68,20161,12,0
47694,12.289703204028932,122092,29,431,43,29730,60,0
20540,11.672482202469297,76105,12,646,62,12723,24,0
12580,28.23764263420372,178455,38,552,43,15473,24,0
39402,9.311159724346478,43404,11,709,38,1085,36,0
39578,19.490811455045453,92656,33,842,35,22579,24,1
25917,18.88812670156799,156774,11,654,46,22643,24,0
23318,23.490542116324875,120965,23,667,68,26670,12,0
11179,17.48107268811937,76332,3,810,41,18869,36,0
13251,11.807141517703355,190491,35,832,64,15771,24,0
46899,9.234912490789464,123182,13,827,45,41060,24,1
20493,20.520470087647297,131395,16,827,29,10346,60,0
21466,22.974768921330828,122619,2,701,28,21462,24,1
31206,19.238031967050816,128269,37,474,44,39970,12,0
46475,23.458781928029868,93844,22,377,40,19432,24,1
20624,8.538030061249003,190314,12,739,50,13174,24,0
27564,27.061754873578387,144983,8,848,33,17183,48,0
23412,19.55988771021258,54142,20,531,45,29697,24,0
28990,8.17109817231493,129699,7,699,45,5611,36,0
36517,16.548130105143375,116226,16,512,62,46959,48,1
14156,26.119793446647787,27393,15,492,55,22393,36,0
24064,27.439054836329003,122281,15,566,23,25871,36,1
26711,11.616237624969038,179965,27,425,59,5263,12,1
31106,22.781645617761328,29388,15,681,46,41394,24,1
17589,7.499631187094417,82969,13,843,51,21954,36,1
24736,5.838646785303945,56660,37,801,20,11996,24,0
21975,19.00997384549857,109244,19,702,23,10805,24,1
37218,22.370689483203147,175798,33,560,65,9107,12,1
8214,24.89466827941255,99544,28,686,55,10467,12,0
31581,13.505405961383367,151183,2,711,30,21024,36,1
21195,5.163135260722175,135370,9,645,53,41607,36,1
45582,16.987980927783845,37545,19,393,32,18679,48,0
28127,5.396338634339174,191240,1,627,23,12270,24,0
6141,7.299612766769998,153451,26,399,50,17815,24,1
29884,13.167225563293709,107346,31,760,58,21556,12,0
25885,15.92930123900443,192192,9,614,29,13887,12,1
3708,11.986736030741215,37809,39,324,60,35129,36,1
19375,19.546631662617695,47967,16,793,30,23925,48,0
16088,6.38374473045238,160820,32,652,50,12324,48,1
45602,8.614492755989618,43424,5,416,68,723,12,0
46046,22.38146001888584,174986,38,498,45,34315,12,0
11014,8.553521339947944,128411,17,578,53,8275,48,1
4273,20.994380039260562,170563,8,378,22,13405,48,1
48135,6.367115518834138,90069,7,723,42,1365,36,0
38306,15.18455697797851,109119,24,653,34,46427,48,0
31881,9.435236753029558,57049,30,825,54,27338,24,1
32486,7.740907063379661,47821,3,840,36,3853,48,0
13541,19.17581958753069,115797,19,776,52,4682,60,1
9712,28.208394300140544,181017,27,309,60,44159,48,0
10168,6.369676198088721,168456,39,802,51,5960,12,1
4551,15.538856205450855,179482,0,559,63,24727,12,0
13297,22.688385943636092,97734,39,823,23,24073,60,0
44733,16.567195792195676,158241,22,305,36,21541,24,0
28128,25.16239865263113,191201,12,334,18,19882,48,1
3832,9.491132896603293,117445,15,474,24,48232,48,1
29483,28.989855125693513,23830,25,741,51,45054,60,0
23063,14.629065694313512,106940,30,446,36,1567,36,1
23963,13.539240823606878,178829,0,492,50,24787,36,1
14422,26.865144862579147,83867,16,312,43,23053,24,1
33920,19.096675797294164,186722,15,829,58,26755,48,0
12156,17.91110854757054,184838,36,545,66,27799,48,0
12108,23.174447988210773,52419,9,413,59,36959,48,0
32845,19.49585595702726,36668,37,532,44,9718,12,1
3800,9.062891118927883,167318,30,621,55,23540,36,0
39078,21.854940571623242,44996,9,837,43,25097,60,1
43712,8.336721982053213,71312,33,425,52,22901,12,0
3610,25.14644263335155,154137,5,612,37,28522,12,0
13067,29.743414942806773,30467,27,810,41,37903,36,1
34872,14.434690624369408,172079,27,783,64,39519,48,1
11728,16.118897455050316,48702,12,580,38,40977,24,0
30566,6.160841387070308,114369,11,582,43,11672,60,0
30783,5.343329702064457,95569,39,691,37,7174,36,1
21583,28.035483371908192,73952,1,822,23,18103,24,1
21238,8.215601510979802,54169,7,681,20,8061,36,0
8263,16.14446868898676,36829,8,515,27,20398,36,1
2914,25.383865596389036,24522,7,841,29,32626,36,1
24749,27.232968998207987,105687,2,415,50,13265,36,1
